debugzxEod:debugB5Wau,initialized,0,,1572027084599
debugzxEod:debugB5Wau,window_resize,0,"[1024, 761]",1572027084599
debugzxEod:debugB5Wau,focus,2007,off,1572027086606
debugzxEod:debugB5Wau,focus,2052,on,1572027088658
debugzxEod:debugB5Wau,window_resize,109851,"[772, 761]",1572027198509
debugzxEod:debugB5Wau,window_resize,456,"[805, 761]",1572027198965
debugzxEod:debugB5Wau,focus,50484,off,1572027249449
debugzxEod:debugB5Wau,focus,1024,on,1572027250473
debugzxEod:debugB5Wau,window_resize,2263,"[948, 761]",1572027252736
debugzxEod:debugB5Wau,window_resize,234,"[613, 761]",1572027252970
debugzxEod:debugB5Wau,window_resize,791,"[772, 761]",1572027253761
debugzxEod:debugB5Wau,focus,79021,off,1572027332782
debugzxEod:debugB5Wau,focus,2613,on,1572027335395
debugzxEod:debugB5Wau,window_resize,2189,"[810, 761]",1572027337584
debugzxEod:debugB5Wau,window_resize,1210,"[907, 761]",1572027338794
debugzxEod:debugB5Wau,focus,509,off,1572027339303
debugzxEod:debugB5Wau,focus,938,on,1572027340241
debugzxEod:debugB5Wau,focus,992843,off,1572028333084
debugzxEod:debugB5Wau,focus,1667,on,1572028334751
debugzxEod:debugB5Wau,focus,112999,off,1572028447750
debugzxEod:debugB5Wau,focus,1750,on,1572028449500
debugzxEod:debugB5Wau,focus,91572,off,1572028541072
debugzxEod:debugB5Wau,focus,2029,on,1572028543101
debugzxEod:debugB5Wau,focus,562480,off,1572029105581
debugzxEod:debugB5Wau,focus,2151,on,1572029107732
debugzxEod:debugB5Wau,focus,727,off,1572029108459
debugzxEod:debugB5Wau,focus,873,on,1572029109332
debugzxEod:debugB5Wau,focus,151512,off,1572029260844
debugzxEod:debugB5Wau,focus,2060,on,1572029262904
debugzxEod:debugB5Wau,focus,156124,off,1572029419028
debugzxEod:debugB5Wau,focus,502,on,1572029419530
debugzxEod:debugB5Wau,focus,79835,off,1572029499365
debugzxEod:debugB5Wau,focus,9129,on,1572029508494
debugzxEod:debugB5Wau,focus,99489,off,1572029607983
debugzxEod:debugB5Wau,focus,1847,on,1572029609830
debugzxEod:debugB5Wau,focus,134328,off,1572029744158
debugzxEod:debugB5Wau,focus,1844,on,1572029746002
debugzxEod:debugB5Wau,focus,315812,off,1572030061814
debugzxEod:debugB5Wau,focus,1606,on,1572030063420
debugzxEod:debugB5Wau,focus,956,off,1572030064376
debugzxEod:debugB5Wau,focus,790,on,1572030065166
debugzxEod:debugB5Wau,focus,388614,off,1572030453780
debugzxEod:debugB5Wau,focus,466,on,1572030454246
debugzxEod:debugB5Wau,focus,128316,off,1572030582562
debugzxEod:debugB5Wau,focus,1956,on,1572030584518
debugzxEod:debugB5Wau,focus,216174,off,1572030800692
debugzxEod:debugB5Wau,focus,1680,on,1572030802372
debugzxEod:debugB5Wau,focus,317527,off,1572031119899
debugzxEod:debugB5Wau,focus,2507,on,1572031122406
debugzxEod:debugB5Wau,window_resize,2344512,"[762, 761]",1572033466918
debugzxEod:debugB5Wau,focus,1203704,off,1572034670622
debugzxEod:debugB5Wau,focus,739,on,1572034671361
debugzxEod:debugB5Wau,focus,356284,off,1572035027645
debugzxEod:debugB5Wau,focus,993,on,1572035028638
debugzxEod:debugB5Wau,focus,1276,off,1572035029914
debugzxEod:debugB5Wau,focus,651,on,1572035030565
debug8xgtk:debug1gos1,initialized,0,,1572035157520
debug8xgtk:debug1gos1,window_resize,0,"[1024, 761]",1572035157520
debugOGcSl:debugnyjK4,initialized,0,,1572035282012
debugOGcSl:debugnyjK4,window_resize,0,"[1024, 761]",1572035282012
debugG3jhQ:debugTuoG0,initialized,0,,1572035393258
debugG3jhQ:debugTuoG0,window_resize,0,"[1024, 761]",1572035393258
debugbmU3h:debug3ygHa,initialized,0,,1572037107442
debugbmU3h:debug3ygHa,window_resize,0,"[1024, 761]",1572037107442
debugsaSd1:debugfxCKz,initialized,0,,1572037639639
debugsaSd1:debugfxCKz,window_resize,0,"[1024, 761]",1572037639639
debugYgAAy:debug0H8Cg,initialized,0,,1572037708141
debugYgAAy:debug0H8Cg,window_resize,0,"[1024, 761]",1572037708141
debugYProJ:debug3wtgd,initialized,0,,1572037723776
debugYProJ:debug3wtgd,window_resize,0,"[1024, 761]",1572037723776
debugq1WJZ:debugch9R5,initialized,0,,1572038651209
debugq1WJZ:debugch9R5,window_resize,0,"[1024, 761]",1572038651209
debugGGBWB:debugqyELU,initialized,0,,1572060242829
debugGGBWB:debugqyELU,window_resize,0,"[1024, 761]",1572060242829
debugHRtuK:debug9xWBA,initialized,0,,1572060657419
debugHRtuK:debug9xWBA,window_resize,0,"[1024, 761]",1572060657419
debugd7eFV:debugH30EQ,initialized,0,,1572060911127
debugd7eFV:debugH30EQ,window_resize,0,"[1024, 761]",1572060911127
debugSLXXi:debugmyx9k,initialized,0,,1572311615425
debugSLXXi:debugmyx9k,window_resize,0,"[1024, 758]",1572311615425
debugSLXXi:debugmyx9k,focus,1993513,off,1572313608938
debugSLXXi:debugmyx9k,focus,1840,on,1572313610778
debugSLXXi:debugmyx9k,focus,5993167,off,1572319603945
debugSLXXi:debugmyx9k,focus,1371,on,1572319605316
debugSLXXi:debugmyx9k,focus,42761,off,1572319648077
debugSLXXi:debugmyx9k,focus,1623,on,1572319649700
debugSLXXi:debugmyx9k,focus,1311438,off,1572320961138
debugSLXXi:debugmyx9k,focus,2630,on,1572320963768
debugSLXXi:debugmyx9k,focus,604541,off,1572321568309
debugSLXXi:debugmyx9k,focus,2396,on,1572321570705
debugSLXXi:debugmyx9k,focus,17784,off,1572321588489
debugSLXXi:debugmyx9k,focus,2032,on,1572321590521
debugSLXXi:debugmyx9k,focus,4239193,off,1572325829714
debugSLXXi:debugmyx9k,focus,1652,on,1572325831366
debugSLXXi:debugmyx9k,focus,1411363,off,1572327242729
debugSLXXi:debugmyx9k,focus,25148,on,1572327267877
debugSLXXi:debugmyx9k,focus,58703,off,1572327326580
debugSLXXi:debugmyx9k,focus,1106,on,1572327327686
debugSLXXi:debugmyx9k,focus,576861,off,1572327904547
debugSLXXi:debugmyx9k,focus,826,on,1572327905373
debugSLXXi:debugmyx9k,focus,39,off,1572327905412
debugSLXXi:debugmyx9k,focus,733,on,1572327906145
debugSLXXi:debugmyx9k,focus,335634,off,1572328241779
debugSLXXi:debugmyx9k,focus,878,on,1572328242657
debugSLXXi:debugmyx9k,focus,108702,off,1572328351359
debugSLXXi:debugmyx9k,focus,1474,on,1572328352833
debugSLXXi:debugmyx9k,focus,672077,off,1572329024910
debugSLXXi:debugmyx9k,focus,1627,on,1572329026537
debugSLXXi:debugmyx9k,focus,377534,off,1572329404071
debugSLXXi:debugmyx9k,focus,2150,on,1572329406221
debugSLXXi:debugmyx9k,focus,54659,off,1572329460880
debugSLXXi:debugmyx9k,focus,2424,on,1572329463304
debugSLXXi:debugmyx9k,focus,108265,off,1572329571569
debugSLXXi:debugmyx9k,focus,1693,on,1572329573262
debugSLXXi:debugmyx9k,focus,315690,off,1572329888952
debugSLXXi:debugmyx9k,focus,1923,on,1572329890875
debugSLXXi:debugmyx9k,focus,464487,off,1572330355362
debugSLXXi:debugmyx9k,focus,1494,on,1572330356856
debugSLXXi:debugmyx9k,focus,3214,off,1572330360070
debugSLXXi:debugmyx9k,focus,4567,on,1572330364637
debugVhvGt:debugbZS5X,initialized,0,,1572330377941
debugVhvGt:debugbZS5X,window_resize,0,"[1024, 756]",1572330377941
debugVhvGt:debugbZS5X,focus,1988,off,1572330379929
debugVhvGt:debugbZS5X,focus,2117,on,1572330382046
debugVhvGt:debugbZS5X,focus,1660726,off,1572332042772
debugVhvGt:debugbZS5X,focus,903,on,1572332043675
debugVhvGt:debugbZS5X,focus,810591,off,1572332854266
debugVhvGt:debugbZS5X,focus,804,on,1572332855070
debugVhvGt:debugbZS5X,focus,132906,off,1572332987976
debugVhvGt:debugbZS5X,focus,1800,on,1572332989776
debugVhvGt:debugbZS5X,focus,33702,off,1572333023478
debugVhvGt:debugbZS5X,focus,1820,on,1572333025298
debugVhvGt:debugbZS5X,focus,152103,off,1572333177401
debugVhvGt:debugbZS5X,focus,1855,on,1572333179256
debugVhvGt:debugbZS5X,focus,46606,off,1572333225862
debugVhvGt:debugbZS5X,focus,2442,on,1572333228304
debugf3w5u:debugYyF9G,initialized,0,,1572333256992
debugf3w5u:debugYyF9G,window_resize,0,"[1024, 756]",1572333256992
debugf3w5u:debugYyF9G,focus,2070892,off,1572335327884
debugf3w5u:debugYyF9G,focus,950,on,1572335328834
debugf3w5u:debugYyF9G,focus,1352168,off,1572336681002
debugf3w5u:debugYyF9G,focus,906,on,1572336681908
debugf3w5u:debugYyF9G,focus,91,off,1572336681999
debugf3w5u:debugYyF9G,focus,141,on,1572336682140
debugf3w5u:debugYyF9G,focus,831316,off,1572337513456
debugf3w5u:debugYyF9G,focus,896,on,1572337514352
debugvdMUA:debug2iPMn,initialized,0,,1572337889445
debugvdMUA:debug2iPMn,window_resize,0,"[1024, 758]",1572337889445
debug47NtJ:debugWdsGV,initialized,0,,1572337983247
debug47NtJ:debugWdsGV,window_resize,0,"[1024, 758]",1572337983247
debug1mh1D:debugVRpFE,initialized,0,,1572338257030
debug1mh1D:debugVRpFE,window_resize,0,"[1024, 758]",1572338257030
debugvh4zr:debugAQOCC,initialized,0,,1572338726614
debugvh4zr:debugAQOCC,window_resize,1,"[1024, 758]",1572338726615
debugvh4zr:debugAQOCC,focus,1775,off,1572338728390
debugvh4zr:debugAQOCC,focus,1950,on,1572338730340
debugvh4zr:debugAQOCC,focus,3386393,off,1572342116733
debugvh4zr:debugAQOCC,focus,945,on,1572342117678
debugvh4zr:debugAQOCC,focus,977021,off,1572343094699
debugvh4zr:debugAQOCC,focus,1697,on,1572343096396
debugvh4zr:debugAQOCC,focus,106,off,1572343096502
debugvh4zr:debugAQOCC,focus,546,on,1572343097048
debugvh4zr:debugAQOCC,focus,74464,off,1572343171512
debugvh4zr:debugAQOCC,focus,2161,on,1572343173673
